Price,Close,High,Low,Open,Volume
Ticker,MGM,MGM,MGM,MGM,MGM
Date,,,,,
1988-11-14,2.0544774532318115,2.0544774532318115,2.0544774532318115,2.0544774532318115,0
1988-11-15,2.0544774532318115,2.0544774532318115,2.0544774532318115,2.0544774532318115,0
1988-11-16,2.0544774532318115,2.0544774532318115,2.0544774532318115,2.0544774532318115,0
1988-11-17,2.0544774532318115,2.0544774532318115,2.0544774532318115,2.0544774532318115,0
1988-11-18,2.0544774532318115,2.0544774532318115,2.0544774532318115,2.0544774532318115,0
1988-11-21,2.0544774532318115,2.0544774532318115,2.0544774532318115,2.0544774532318115,0
1988-11-22,2.0544774532318115,2.0544774532318115,2.0544774532318115,2.0544774532318115,0
1988-11-23,2.1131770610809326,2.347974512312147,2.1131770610809326,2.1131770610809326,800
1988-11-25,2.1131770610809326,2.406673875119951,2.1131770610809326,2.1131770610809326,4000
1988-11-28,2.1131770610809326,2.1131770610809326,2.1131770610809326,2.1131770610809326,0
1988-11-29,2.1131770610809326,2.1131770610809326,2.1131770610809326,2.1131770610809326,0
1988-11-30,2.3479745388031006,2.641471356153488,2.3479745388031006,2.3479745388031006,2400
1988-12-01,2.4653730392456055,2.758869829631987,2.4653730392456055,2.4653730392456055,4000
1988-12-02,2.4653730392456055,2.4653730392456055,2.4653730392456055,2.4653730392456055,0
1988-12-05,2.4653730392456055,2.4653730392456055,2.4653730392456055,2.4653730392456055,0
1988-12-06,2.5240726470947266,2.758870102638422,2.5240726470947266,2.5240726470947266,1200
1988-12-07,2.5240726470947266,2.5240726470947266,2.5240726470947266,2.5240726470947266,0
1988-12-08,2.5240726470947266,2.5240726470947266,2.5240726470947266,2.5240726470947266,0
1988-12-09,2.5240726470947266,2.5240726470947266,2.5240726470947266,2.5240726470947266,0
1988-12-12,2.5240726470947266,2.5240726470947266,2.5240726470947266,2.5240726470947266,0
1988-12-13,2.5240726470947266,2.5240726470947266,2.5240726470947266,2.5240726470947266,0
1988-12-14,2.5240726470947266,2.5240726470947266,2.5240726470947266,2.5240726470947266,0
1988-12-15,2.4066731929779053,2.7001699238288692,2.4066731929779053,2.524071885318291,0
1988-12-16,2.4066731929779053,2.4066731929779053,2.4066731929779053,2.4066731929779053,0
1988-12-19,2.4653730392456055,2.700170471554711,2.4653730392456055,2.4653730392456055,400
1988-12-20,2.4653730392456055,2.700170471554711,2.4653730392456055,2.4653730392456055,400
1988-12-21,2.4653730392456055,2.4653730392456055,2.4653730392456055,2.4653730392456055,0
1988-12-22,2.4653730392456055,2.4653730392456055,2.4653730392456055,2.4653730392456055,0
1988-12-23,2.4653730392456055,2.4653730392456055,2.4653730392456055,2.4653730392456055,0
1988-12-27,2.4653730392456055,2.4653730392456055,2.4653730392456055,2.4653730392456055,0
1988-12-28,2.4653730392456055,2.4653730392456055,2.4653730392456055,2.4653730392456055,0
1988-12-29,2.4653730392456055,2.4653730392456055,2.4653730392456055,2.4653730392456055,0
1988-12-30,2.4066731929779053,2.7001699238288692,2.4066731929779053,2.465372539148098,1200
1989-01-03,2.4066731929779053,2.4066731929779053,2.4066731929779053,2.4066731929779053,0
1989-01-04,2.4066731929779053,2.4066731929779053,2.4066731929779053,2.4066731929779053,0
1989-01-05,2.4066731929779053,2.4066731929779053,2.4066731929779053,2.4066731929779053,0
1989-01-06,2.4066731929779053,2.4066731929779053,2.4066731929779053,2.4066731929779053,0
1989-01-09,2.5240726470947266,2.817569466524346,2.5240726470947266,2.5240726470947266,0
1989-01-10,2.5240726470947266,2.5240726470947266,2.5240726470947266,2.5240726470947266,0
1989-01-11,2.5240726470947266,2.817569466524346,2.5240726470947266,2.5240726470947266,1200
1989-01-12,2.4066731929779053,2.7001699238288692,2.4066731929779053,2.524071885318291,4800
1989-01-13,2.1718764305114746,2.5240726084322542,2.1718764305114746,2.406673882458661,400
1989-01-16,2.1718764305114746,2.1718764305114746,2.1718764305114746,2.1718764305114746,0
1989-01-17,2.1718764305114746,2.4653732454454573,2.1718764305114746,2.1718764305114746,400
1989-01-18,2.1718764305114746,2.5240726084322542,2.1718764305114746,2.1718764305114746,800
1989-01-19,2.1718764305114746,2.4653732454454573,2.1718764305114746,2.1718764305114746,2000
1989-01-20,2.1718764305114746,2.4653732454454573,2.1718764305114746,2.1718764305114746,400
1989-01-23,2.1718764305114746,2.1718764305114746,2.1718764305114746,2.1718764305114746,0
1989-01-24,2.1718764305114746,2.1718764305114746,2.1718764305114746,2.1718764305114746,0
1989-01-25,2.1718764305114746,2.1718764305114746,2.1718764305114746,2.1718764305114746,0
1989-01-26,2.1718764305114746,2.1718764305114746,2.1718764305114746,2.1718764305114746,0
1989-01-27,2.1718764305114746,2.1718764305114746,2.1718764305114746,2.1718764305114746,0
1989-01-30,2.2305748462677,2.4653721985064054,2.2305748462677,2.2305748462677,2400
1989-01-31,2.2305748462677,2.2305748462677,2.2305748462677,2.2305748462677,0
1989-02-01,2.2305748462677,2.2305748462677,2.2305748462677,2.2305748462677,0
1989-02-02,2.2305748462677,2.4653721985064054,2.2305748462677,2.2305748462677,7200
1989-02-03,2.2305748462677,2.2305748462677,2.2305748462677,2.2305748462677,0
1989-02-06,2.4653730392456055,2.700170471554711,2.4653730392456055,2.4653730392456055,2000
1989-02-07,2.4653730392456055,2.4653730392456055,2.4653730392456055,2.4653730392456055,0
1989-02-08,2.5827713012695312,2.817568692294034,2.5827713012695312,2.5827713012695312,3600
1989-02-09,2.5827713012695312,2.817568692294034,2.5827713012695312,2.5827713012695312,400
1989-02-10,2.5827713012695312,2.817568692294034,2.5827713012695312,2.5827713012695312,1200
1989-02-13,2.5827713012695312,2.5827713012695312,2.5827713012695312,2.5827713012695312,0
1989-02-14,2.4653730392456055,2.817569187709263,2.4653730392456055,2.582771755400158,400
