Price,Close,High,Low,Open,Volume
Ticker,CWCO,CWCO,CWCO,CWCO,CWCO
Date,,,,,
1996-09-16,2.520613193511963,2.520613193511963,2.520613193511963,2.520613193511963,0
1996-09-17,2.520613193511963,2.5869451196570146,2.520613193511963,2.520613193511963,112600
1996-09-18,2.5869457721710205,2.5869457721710205,2.5206138292948403,2.5206138292948403,129600
1996-09-19,2.520613193511963,2.520613193511963,2.520613193511963,2.520613193511963,16200
1996-09-20,2.520613193511963,2.5869451196570146,2.520613193511963,2.520613193511963,139800
1996-09-23,2.5537798404693604,2.5869458124235076,2.487447896561065,2.5869458124235076,141000
1996-09-24,2.653278350830078,2.653278350830078,2.5206144332885745,2.5869463920593265,73000
1996-09-25,2.520613193511963,2.6532770458020662,2.520613193511963,2.520613193511963,44400
1996-09-26,2.653278350830078,2.653278350830078,2.5206144332885745,2.5206144332885745,9800
1996-09-27,2.5869457721710205,2.6532777150472002,2.55377980073293,2.5869457721710205,191000
1996-09-30,2.7196099758148193,2.7196099758148193,2.5869460745555597,2.6532780251851893,103200
1996-10-01,2.7693591117858887,2.8522740552525323,2.620112213545931,2.620112213545931,260600
1996-10-02,2.653278350830078,2.8522742271423343,2.653278350830078,2.653278350830078,110000
1996-10-03,2.653278350830078,2.8522742271423343,2.653278350830078,2.653278350830078,60000
1996-10-04,2.7196099758148193,2.7196099758148193,2.6864440005000043,2.6864440005000043,16600
1996-10-07,2.7196099758148193,2.819107901759264,2.6532780251851893,2.6532780251851893,251200
1996-10-08,2.819108724594116,2.918606679579791,2.7859427395988914,2.852274709589341,210000
1996-10-09,2.819108724594116,2.819108724594116,2.7196107696084417,2.7859427395988914,370800
1996-10-10,2.8854405879974365,2.9517725555376075,2.719610669147009,2.719610669147009,75800
1996-10-11,3.05126953125,3.05126953125,2.885439665421196,2.9517716117527177,69000
1996-10-14,2.089456081390381,3.0844351677667525,1.7909623554774692,3.0844351677667525,168800
1996-10-15,2.1889545917510986,2.4211164423913667,1.7909628477963533,2.255286549076889,468600
1996-10-16,2.056290864944458,2.1392058191760897,2.056290864944458,2.1226228283297632,114600
1996-10-17,2.072873830795288,2.072873830795288,2.056290840148926,2.056290840148926,12800
1996-10-18,1.9402095079421997,2.106039380415892,1.8904605462000923,2.106039380415892,114000
1996-10-21,1.8241288661956787,2.023124742507935,1.824128866195679,1.8904608249664308,30600
1996-10-22,1.8241288661956787,1.857294845581055,1.658298969268799,1.824128866195679,336400
1996-10-23,1.757795810699463,1.7992532590650163,1.5588000585448067,1.7909617693919055,689600
1996-10-24,1.7743796110153198,1.7909625980341546,1.757796623996485,1.757796623996485,70000
1996-10-25,1.757795810699463,1.7909617693919055,1.757795810699463,1.7909617693919055,46800
1996-10-28,1.600258469581604,1.7412138788193618,1.5919669749205594,1.7412138788193618,109000
1996-10-29,1.6251325607299805,1.674881516670694,1.591966590102838,1.591966590102838,27400
1996-10-30,1.5919668674468994,1.6665903143584728,1.5919668674468994,1.5919668674468994,5200
1996-10-31,1.6914641857147217,1.6914641857147217,1.5919662924373852,1.5919662924373852,19400
1996-11-01,1.790962815284729,1.790962815284729,1.6251329249805873,1.6582989030414157,82000
1996-11-04,1.8738776445388794,1.8738776445388794,1.7577967285054976,1.7909627045150351,151000
1996-11-05,1.7660882472991943,1.8572946826057255,1.7660882472991943,1.8572946826057255,142400
1996-11-06,1.741213321685791,1.7909622737339563,1.7246303376697358,1.7909622737339563,11800
1996-11-07,1.757795810699463,1.757795810699463,1.7246298520070202,1.757795810699463,37800
1996-11-08,1.757795810699463,1.757795810699463,1.757795810699463,1.757795810699463,0
1996-11-11,1.757795810699463,1.757795810699463,1.708046872660799,1.757795810699463,9400
1996-11-12,1.6582990884780884,1.7577970337867737,1.6582990884780884,1.7577970337867737,83600
1996-11-13,1.699756145477295,1.7080476388698669,1.6914646520847225,1.7080476388698669,28000
1996-11-14,1.6914641857147217,1.7246301501405006,1.6914641857147217,1.708047167927611,33200
1996-11-15,1.7080470323562622,1.7080470323562624,1.6914640514595995,1.6914640514595995,42600
1996-11-18,1.674880862236023,1.674880862236023,1.674880862236023,1.674880862236023,4200
1996-11-19,1.674880862236023,1.674880862236023,1.5919659680659226,1.6417149045679829,39000
1996-11-20,1.6085493564605713,1.6251323395168658,1.5919663734042766,1.6251323395168658,32000
1996-11-21,1.6085493564605713,1.6251323395168658,1.608549356460571,1.6251323395168658,3400
1996-11-22,1.6085493564605713,1.608549356460571,1.5919663734042766,1.608549356460571,70400
1996-11-25,1.5919668674468994,1.6085498556494713,1.5919668674468994,1.5919668674468994,24800
1996-11-26,1.6085493564605713,1.6417153225731602,1.600257864932424,1.608549356460571,36400
1996-11-27,1.6085493564605713,1.608549356460571,1.608549356460571,1.608549356460571,4000
1996-11-29,1.6085493564605713,1.608549356460571,1.608549356460571,1.608549356460571,0
1996-12-02,1.6168415546417236,1.6582990304017677,1.6168415546417236,1.6582990304017677,6000
