Price,Close,High,Low,Open,Volume
Ticker,NSLPQ,NSLPQ,NSLPQ,NSLPQ,NSLPQ
Date,,,,,
2015-03-16,4.785584449768066,6.018089350844227,4.198219259709191,5.998831483287277,538803
2015-03-17,4.71818208694458,4.891502892901975,4.573747852408198,4.78558439302279,84230
2015-03-18,4.824100494384766,4.872244932211838,4.477458429968529,4.698924129575602,212330
2015-03-19,5.238144874572754,5.295918475572658,4.641150538429977,4.824100504501557,101395
2015-03-20,5.536642074584961,5.575157808807094,5.2394929508978825,5.449981443013277,107654
2015-03-23,5.546271324157715,5.613577210332077,5.39220792572415,5.536642160880215,99794
2015-03-24,5.103339672088623,5.685697867153099,4.949276280974836,5.685697867153099,71213
2015-03-25,5.103339672088623,5.201073470821645,4.891502681486074,4.930018414478582,58522
2015-03-26,4.978163242340088,5.336841287901777,4.920389643639925,5.247773369607516,49284
2015-03-27,4.910760402679443,5.045565464164519,4.881873833361655,4.978163162993852,30785
2015-03-30,4.843358516693115,4.9305003330444785,4.631521514199364,4.881874251847655,57313
2015-03-31,4.71818208694458,4.833729290916176,4.621892750301583,4.833729290916176,32483
2015-04-01,4.852986812591553,4.8915025445054745,4.7585267114735705,4.79521321472067,36335
2015-04-02,4.785584449768066,4.910760818460133,4.67966640777673,4.843358511582697,30938
2015-04-06,4.994917392730713,5.007049807122705,4.775955412552618,4.83372901119514,68554
2015-04-07,5.2959184646606445,5.391244974985636,4.930018533271405,4.978163430244009,61574
2015-04-08,5.276660442352295,5.29591830874562,5.05712039815339,5.29591830874562,25448
2015-04-09,5.180371284484863,5.350995995646863,5.122597683363264,5.257402752646996,39472
2015-04-10,4.727810859680176,5.295918642837886,4.4967164483817195,5.190096561614888,239199
2015-04-13,4.535232067108154,4.814471369826595,4.477554885959029,4.7374399013723725,98855
2015-04-14,4.573747634887695,4.583087537101834,4.342653237935002,4.5256027392840075,146514
2015-04-15,4.987792015075684,5.1514841099020945,4.612263388743406,4.612263388743406,138400
2015-04-16,5.141855716705322,5.35176661197935,4.920390009004507,4.987792316254462,88112
2015-04-17,5.132226467132568,5.276660701754819,4.968534365170268,5.132226467132568,42348
2015-04-20,5.132226467132568,5.397407709042996,5.0744528651124226,5.1611134977145285,48745
2015-04-21,4.795213222503662,5.151483972857563,4.7759553565154444,5.151483972857563,65533
2015-04-22,4.987792015075684,5.074452643899961,4.73743975056875,4.85298694957195,47938
2015-04-23,5.2959184646606445,5.2959184646606445,5.045565735033134,5.045565735033134,77350
2015-04-24,5.007050037384033,5.199629167525738,4.987792170284239,5.199629167525738,44550
2015-04-27,4.939647674560547,5.39220777570533,4.910760644675501,5.093710609564088,62602
2015-04-28,4.9589056968688965,5.1803714024500325,4.910760798599345,4.910760798599345,64638
2015-04-29,4.920389652252197,5.199628942696952,4.920389652252197,4.978163251053482,142592
2015-04-30,5.3825788497924805,5.531634815905292,5.0070497724973695,5.0070497724973695,127600
2015-05-01,5.632931232452393,6.229829592162613,5.401836834409348,5.536641899934457,179442
2015-05-04,5.690704822540283,6.11437834406142,5.137811260340235,5.729220555483682,237112
2015-05-05,5.536642074584961,5.92179987595006,5.392207841680078,5.777365643045177,40248
2015-05-06,5.488497257232666,5.676454189902236,5.218887113748049,5.604044920726992,56656
2015-05-07,5.353692054748535,5.478868419309937,5.295918453984142,5.478868419309937,50192
2015-05-08,5.40183687210083,5.440256185187588,4.920389747008087,5.43072344248589,57522
2015-05-11,5.190000057220459,5.478868525800828,5.055194986150047,5.064824149369821,71787
2015-05-12,5.409999847412109,5.590000152587891,5.289999961853027,5.449999809265137,46818
2015-05-13,5.369999885559082,5.619999885559082,5.308000087738037,5.550000190734863,39884
2015-05-14,5.28000020980835,5.449999809265137,5.179999828338623,5.340000152587891,49495
2015-05-15,5.210000038146973,5.559999942779541,5.199999809265137,5.369999885559082,86421
2015-05-18,5.269999980926514,5.570000171661377,5.210000038146973,5.230000019073486,73440
2015-05-19,5.369999885559082,5.510000228881836,5.260000228881836,5.260000228881836,27749
2015-05-20,5.440000057220459,5.489999771118164,5.230000019073486,5.340000152587891,34372
2015-05-21,5.480000019073486,5.489999771118164,5.360000133514404,5.449999809265137,36448
2015-05-22,5.130000114440918,5.46999979019165,5.110000133514404,5.46999979019165,117686
2015-05-26,5.059999942779541,5.389999866485596,4.889999866485596,5.119999885559082,69822
