Price,Close,High,Low,Open,Volume
Ticker,WBS,WBS,WBS,WBS,WBS
Date,,,,,
1999-06-03,14.703141212463379,15.057046143179125,14.703141212463377,14.992699792139899,72300
1999-06-04,14.928349494934082,15.05704216299386,14.799656826874307,14.928349494934084,334000
1999-06-07,14.89617919921875,15.057045065301027,14.864006026002297,14.864006026002297,153600
1999-06-08,14.864002227783203,14.928348557773607,14.703136402807194,14.831829062788001,62800
1999-06-09,14.638795852661133,14.864008096548227,14.606622674962976,14.864008096548227,98700
1999-06-10,14.413581848144531,14.735313585826328,14.413581848144531,14.735313585826328,85500
1999-06-11,13.866632461547852,14.47792252365785,13.834459300384168,14.47792252365785,97900
1999-06-14,13.930983543395996,14.027503059862942,13.83446402692905,13.83446402692905,122700
1999-06-15,13.480558395385742,14.091848632885332,13.48055839538574,13.898809610517041,115700
1999-06-16,13.898811340332031,14.09185038672553,13.51273324754503,13.51273324754503,461900
1999-06-17,14.317060470581055,14.542272657758733,13.866636096225696,13.866636096225696,345200
1999-06-18,14.188366889953613,14.670964403217344,14.1561937224027,14.477925397911852,132700
1999-06-21,14.542272567749023,14.542272567749023,14.156194534976926,14.284887212567625,153200
1999-06-22,14.60661506652832,14.73530771028628,14.381402939951894,14.670961388407301,40700
1999-06-23,14.510098457336426,14.670964293892261,14.413578955402924,14.670964293892261,254800
1999-06-24,14.510098457336426,14.767483795825763,14.44575212271409,14.606617959269927,85300
1999-06-25,14.638795852661133,14.799661741151914,14.542276319566664,14.606622674962976,111900
1999-06-28,14.670969009399414,14.7353153647038,14.542276298790648,14.542276298790648,48400
1999-06-29,14.60661506652832,14.670961388407301,14.510095583709852,14.670961388407301,83200
1999-06-30,13.963160514831543,14.413585047568043,13.44838962027554,14.413585047568043,844000
1999-07-01,14.574444770812988,14.638791105341962,13.995327760052206,14.284886265432597,534400
1999-07-02,14.60661506652832,14.670961388407301,14.252710296193934,14.445749261830873,141600
1999-07-06,14.831827163696289,15.057039289826166,14.445749233187925,14.49400897450147,366500
1999-07-07,14.638795852661133,14.992700807340853,14.606622674962976,14.767488563453758,249300
1999-07-08,14.638795852661133,14.735315385755602,14.606622674962976,14.606622674962976,130500
1999-07-09,14.574444770812988,14.638791105341962,14.5422716035485,14.638791105341962,127300
1999-07-12,14.767487525939941,14.79966070137772,14.542275297875499,14.542275297875499,132300
1999-07-13,14.638795852661133,14.799661741151914,14.542276319566664,14.799661741151914,140300
1999-07-14,14.413581848144531,14.735313585826328,14.413581848144531,14.735313585826328,171800
