Price,Close,High,Low,Open,Volume
Ticker,DXCM,DXCM,DXCM,DXCM,DXCM
Date,,,,,
2012-03-19,2.7074999809265137,2.75,2.672499895095825,2.7049999237060547,862000
2012-03-20,2.630000114440918,2.7074999809265137,2.627500057220459,2.690000057220459,770800
2012-03-21,2.625,2.672499895095825,2.5975000858306885,2.637500047683716,608800
2012-03-22,2.567500114440918,2.6024999618530273,2.547499895095825,2.6024999618530273,1038000
2012-03-23,2.5875000953674316,2.6024999618530273,2.552500009536743,2.565000057220459,969200
2012-03-26,2.6875,2.7049999237060547,2.5875000953674316,2.615000009536743,1647600
2012-03-27,2.680000066757202,2.747499942779541,2.677500009536743,2.7049999237060547,1499600
2012-03-28,2.630000114440918,2.6875,2.575000047683716,2.6875,1408400
2012-03-29,2.625,2.632499933242798,2.5850000381469727,2.5999999046325684,736400
2012-03-30,2.6075000762939453,2.6524999141693115,2.5799999237060547,2.6524999141693115,1653600
2012-04-02,2.6575000286102295,2.677500009536743,2.569999933242798,2.5875000953674316,2167600
2012-04-03,2.6875,2.7100000381469727,2.6475000381469727,2.6600000858306885,1528800
2012-04-04,2.677500009536743,2.690000057220459,2.6500000953674316,2.6675000190734863,2402000
2012-04-05,2.612499952316284,2.6649999618530273,2.609999895095825,2.6549999713897705,3508000
2012-04-09,2.505000114440918,2.5850000381469727,2.505000114440918,2.557499885559082,2050000
2012-04-10,2.372499942779541,2.5274999141693115,2.3499999046325684,2.507499933242798,2072000
2012-04-11,2.4124999046325684,2.4375,2.372499942779541,2.4049999713897705,1534800
2012-04-12,2.444999933242798,2.4825000762939453,2.422499895095825,2.422499895095825,1046400
2012-04-13,2.377500057220459,2.447499990463257,2.3399999141693115,2.427500009536743,2189200
2012-04-16,2.380000114440918,2.4124999046325684,2.362499952316284,2.390000104904175,1216400
2012-04-17,2.4100000858306885,2.450000047683716,2.390000104904175,2.4049999713897705,1028000
2012-04-18,2.3949999809265137,2.4175000190734863,2.369999885559082,2.390000104904175,2796000
2012-04-19,2.4000000953674316,2.4549999237060547,2.380000114440918,2.3924999237060547,1824000
2012-04-20,2.4000000953674316,2.452500104904175,2.3949999809265137,2.452500104904175,2110000
2012-04-23,2.4200000762939453,2.427500009536743,2.3575000762939453,2.369999885559082,3665200
2012-04-24,2.424999952316284,2.4574999809265137,2.4049999713897705,2.4175000190734863,1682000
2012-04-25,2.4625000953674316,2.4825000762939453,2.4375,2.4674999713897705,1450800
2012-04-26,2.4625000953674316,2.4774999618530273,2.444999933242798,2.4625000953674316,1419200
2012-04-27,2.492500066757202,2.509999990463257,2.450000047683716,2.4800000190734863,1044000
2012-04-30,2.444999933242798,2.497499942779541,2.442500114440918,2.497499942779541,1350000
2012-05-01,2.450000047683716,2.502500057220459,2.444999933242798,2.444999933242798,1927600
2012-05-02,2.5274999141693115,2.5274999141693115,2.4075000286102295,2.422499895095825,2560400
2012-05-03,2.502500057220459,2.5250000953674316,2.4375,2.5,4660400
2012-05-04,2.505000114440918,2.549999952316284,2.452500104904175,2.497499942779541,1858400
2012-05-07,2.5250000953674316,2.547499895095825,2.4800000190734863,2.5,1284800
2012-05-08,2.5824999809265137,2.5875000953674316,2.487499952316284,2.5,1196400
2012-05-09,2.6050000190734863,2.615000009536743,2.5374999046325684,2.5425000190734863,1111600
2012-05-10,2.625,2.637500047683716,2.5850000381469727,2.622499942779541,1512000
2012-05-11,2.5899999141693115,2.6424999237060547,2.5625,2.5975000858306885,1211600
2012-05-14,2.5625,2.5975000858306885,2.5450000762939453,2.559999942779541,984000
2012-05-15,2.609999895095825,2.622499942779541,2.557499885559082,2.557499885559082,1000800
2012-05-16,2.625,2.7074999809265137,2.617500066757202,2.617500066757202,3050800
2012-05-17,2.6050000190734863,2.637500047683716,2.5950000286102295,2.637500047683716,1865600
2012-05-18,2.6024999618530273,2.640000104904175,2.5824999809265137,2.5999999046325684,3148000
2012-05-21,2.672499895095825,2.684999942779541,2.5975000858306885,2.6050000190734863,1988800
2012-05-22,2.6424999237060547,2.7049999237060547,2.6075000762939453,2.672499895095825,1570800
2012-05-23,2.6600000858306885,2.6624999046325684,2.565000057220459,2.6050000190734863,1704000
2012-05-24,2.622499942779541,2.672499895095825,2.5950000286102295,2.6575000286102295,1804400
2012-05-25,2.697499990463257,2.700000047683716,2.622499942779541,2.622499942779541,1206400
2012-05-29,2.7725000381469727,2.8399999141693115,2.700000047683716,2.7100000381469727,2048800
2012-05-30,2.6575000286102295,2.7674999237060547,2.637500047683716,2.747499942779541,1799200
2012-05-31,2.690000057220459,2.697499990463257,2.5950000286102295,2.6524999141693115,3354400
2012-06-01,2.692500114440918,2.742500066757202,2.575000047683716,2.612499952316284,3458000
2012-06-04,2.674999952316284,2.7100000381469727,2.6500000953674316,2.700000047683716,1607600
2012-06-05,2.674999952316284,2.7174999713897705,2.6524999141693115,2.6524999141693115,1259600
2012-06-06,2.702500104904175,2.762500047683716,2.6649999618530273,2.700000047683716,2487200
2012-06-07,2.702500104904175,2.75,2.672499895095825,2.742500066757202,1464000
2012-06-08,2.9049999713897705,2.9124999046325684,2.690000057220459,2.690000057220459,2239200
2012-06-11,2.890000104904175,2.984999895095825,2.887500047683716,2.927500009536743,2576000
